Datetime,Open,High,Low,Close,Volume
2023-11-08 00:00:00,1.0698620080947876,1.0702054500579834,1.0689470767974854,1.069290041923523,0
2023-11-08 04:00:00,1.0691757202148438,1.0695186853408811,1.0679197311401367,1.068261981010437,0
2023-11-08 08:00:00,1.068261981010437,1.068376064300537,1.0663254261016846,1.0679197311401367,0
2023-11-08 12:00:00,1.0680338144302368,1.0710078477859497,1.0663254261016846,1.070778489112854,0
2023-11-08 16:00:00,1.070893168449402,1.071811318397522,1.0704345703125,1.0704345703125,0
2023-11-08 20:00:00,1.070549249649048,1.0713521242141724,1.0704345703125,1.0713521242141724,0
2023-11-09 00:00:00,1.0714668035507202,1.071926236152649,1.070549249649048,1.0711225271224976,0
2023-11-09 04:00:00,1.0711225271224976,1.0714668035507202,1.0704345703125,1.070778489112854,0
2023-11-09 08:00:00,1.070778489112854,1.071237325668335,1.068376064300537,1.0691757202148438,0
2023-11-09 12:00:00,1.0691757202148438,1.0727311372756958,1.0690613985061646,1.071811318397522,0
2023-11-09 16:00:00,1.071811318397522,1.071926236152649,1.066439151763916,1.067121982574463,0
2023-11-09 20:00:00,1.067121982574463,1.0678056478500366,1.0665528774261477,1.066894292831421,0
2023-11-10 00:00:00,1.067008137702942,1.0678056478500366,1.0666667222976685,1.067235827445984,0
2023-11-10 04:00:00,1.067235827445984,1.067463755607605,1.0659844875335691,1.0665528774261477,0
2023-11-10 08:00:00,1.0667804479599,1.0691757202148438,1.0667804479599,1.0680338144302368,0
2023-11-10 12:00:00,1.0680338144302368,1.0695186853408811,1.0667804479599,1.067235827445984,0
2023-11-10 16:00:00,1.067235827445984,1.0689470767974854,1.0666667222976685,1.068261981010437,0
2023-11-10 20:00:00,1.0681477785110474,1.0689470767974854,1.0680338144302368,1.0686043500900269,0
2023-11-13 00:00:00,1.069290041923523,1.069290041923523,1.068376064300537,1.0688328742980957,0
2023-11-13 04:00:00,1.0689470767974854,1.0698620080947876,1.0687185525894165,1.06963312625885,0
2023-11-13 08:00:00,1.0695186853408811,1.0703200101852417,1.0688328742980957,1.0689470767974854,0
2023-11-13 12:00:00,1.0689470767974854,1.0695186853408811,1.066894292831421,1.0691757202148438,0
2023-11-13 16:00:00,1.069404363632202,1.070893168449402,1.0688328742980957,1.0704345703125,0
2023-11-13 20:00:00,1.070549249649048,1.0710078477859497,1.0699764490127563,1.0704345703125,0
2023-11-14 00:00:00,1.070549249649048,1.070549249649048,1.0697474479675293,1.0699764490127563,0
2023-11-14 04:00:00,1.0699764490127563,1.0711225271224976,1.06963312625885,1.070893168449402,0
2023-11-14 08:00:00,1.0710078477859497,1.073306918144226,1.0698620080947876,1.0721560716629028,0
2023-11-14 12:00:00,1.0721560716629028,1.084481120109558,1.0721560716629028,1.0840108394622805,0
2023-11-14 16:00:00,1.0841283798217771,1.0884946584701538,1.0841283798217771,1.0884946584701538,0
2023-11-14 20:00:00,1.0884946584701538,1.0889687538146973,1.0876659154891968,1.088139295578003,0
2023-11-15 00:00:00,1.088139295578003,1.0886130332946775,1.0868383646011353,1.0884946584701538,0
2023-11-15 04:00:00,1.0884946584701538,1.0887316465377808,1.0868383646011353,1.0875475406646729,0
