0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
EURO FX - CHICAGO MERCANTILE EXCHANGE,110809,2011-08-09,099741,CME,00,099,183571,40723,37502,4222,24483,35128,1924,48629,45771,2644,14112,12852,426,137163,140469,46408,43102,-7151,-3528,-8463,93,-2512,3928,-687,4367,-10951,300,-5397,7386,-1,-7365,-8395,214,1244,100.0,22.2,20.4,2.3,13.3,19.1,1.0,26.5,24.9,1.4,7.7,7.0,0.2,74.7,76.5,25.3,23.5,167,23,12,6,14,23,11,37,42,21,7,9,4,97,112,19.1,21.5,31.6,30.3,19.0,19.5,31.3,28.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110802,2011-08-02,099741,CME,00,099,190722,44251,45965,4129,26995,31200,2611,44262,56722,2344,19509,5466,427,144528,148864,46194,41858,7032,10706,-9354,271,-2584,4077,585,2423,9762,672,-203,1487,-99,11771,7401,-4739,-369,100.0,23.2,24.1,2.2,14.2,16.4,1.4,23.2,29.7,1.2,10.2,2.9,0.2,75.8,78.1,24.2,21.9,173,23,16,7,13,20,10,38,47,17,9,7,5,99,113,15.2,21.0,27.9,30.5,15.0,19.2,27.7,28.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110726,2011-07-26,099741,CME,00,099,183690,33545,55319,3858,29579,27123,2026,41839,46960,1672,19712,3979,526,132757,141463,50933,42227,3376,-10140,14634,491,-942,614,52,6482,-5925,309,-296,-2753,0,-4044,7422,7420,-4046,100.0,18.3,30.1,2.1,16.1,14.8,1.1,22.8,25.6,0.9,10.7,2.2,0.3,72.3,77.0,27.7,23.0,162,21,15,6,16,16,11,36,41,15,10,7,4,95,103,17.1,23.9,29.4,33.3,16.9,22.1,29.1,31.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110719,2011-07-19,099741,CME,00,099,180314,43685,40685,3367,30521,26509,1974,35357,52885,1363,20008,6732,526,136801,134041,43513,46273,-5227,9851,-822,1004,-1009,482,-477,-11434,-4242,909,4880,824,302,4026,-2020,-9253,-3207,100.0,24.2,22.6,1.9,16.9,14.7,1.1,19.6,29.3,0.8,11.1,3.7,0.3,75.9,74.3,24.1,25.7,153,20,14,7,15,16,11,27,42,12,7,12,4,82,105,19.8,19.9,33.3,29.4,19.7,18.4,33.1,27.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110712,2011-07-12,099741,CME,00,099,185541,33834,41507,2363,31530,26027,2451,46791,57127,454,15128,5908,224,132775,136061,52766,49480,-8788,10435,-24246,1224,1459,-1115,38,-17764,9831,-360,494,3,-49,-4523,-14674,-4265,5886,100.0,18.2,22.4,1.3,17.0,14.0,1.3,25.2,30.8,0.2,8.2,3.2,0.1,71.6,73.3,28.4,26.7,158,20,16,6,16,15,11,28,45,12,8,10,.,85,105,23.8,19.7,34.8,29.2,23.8,18.7,34.5,28.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110705,2011-07-05,099741,CME,00,099,194329,23399,65753,1139,30071,27142,2413,64555,47296,814,14634,5905,273,137298,150735,57031,43594,11123,640,10803,-423,-1842,-1043,-74,11249,5750,201,202,-2183,1,9954,13032,1169,-1909,100.0,12.0,33.8,0.6,15.5,14.0,1.2,33.2,24.3,0.4,7.5,3.0,0.1,70.7,77.6,29.3,22.4,161,17,18,5,15,19,11,39,36,11,7,10,.,90,101,25.7,27.0,38.2,36.8,25.6,26.5,37.8,36.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110628,2011-06-28,099741,CME,00,099,183206,22759,54950,1562,31913,28185,2487,53306,41546,613,14432,8088,272,127344,137703,55862,45503,-5984,-3938,-3142,712,-381,1781,200,-4636,-2944,60,-6,-5217,110,-7879,-8440,1895,2456,100.0,12.4,30.0,0.9,17.4,15.4,1.4,29.1,22.7,0.3,7.9,4.4,0.1,69.5,75.2,30.5,24.8,158,17,17,5,14,20,11,34,37,10,6,13,.,81,105,27.2,23.6,38.1,34.2,27.1,22.8,37.7,33.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110621,2011-06-21,099741,CME,00,099,189190,26697,58092,850,32294,26404,2287,57942,44490,553,14438,13305,162,135223,146143,53967,43047,-1183,9738,-12952,622,1096,92,194,-10298,2362,209,-191,7108,5,1375,-2360,-2558,1177,100.0,14.1,30.7,0.4,17.1,14.0,1.2,30.6,23.5,0.3,7.6,7.0,0.1,71.5,77.2,28.5,22.8,159,18,16,4,14,19,11,34,42,9,6,10,.,81,104,26.9,25.8,38.7,37.2,26.8,25.4,38.4,36.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110614,2011-06-14,099741,CME,00,099,190373,16959,71044,228,31198,26312,2093,68240,42128,344,14629,6197,157,133848,148503,56525,41870,-105753,-69303,-50907,-16001,-3044,2405,-192,-3179,-21752,-4550,-1553,490,117,-97705,-90390,-8048,-15363,100.0,8.9,37.3,0.1,16.4,13.8,1.1,35.8,22.1,0.2,7.7,3.3,0.1,70.3,78.0,29.7,22.0,158,17,15,5,13,19,11,38,41,10,6,9,.,86,99,29.4,29.3,41.0,39.4,29.3,29.2,40.7,39.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110607,2011-06-07,099741,CME,00,099,296126,86262,121951,16229,34242,23907,2285,71419,63880,4894,16182,5707,40,231553,238893,64573,57233,26025,-17677,6335,15145,238,-445,-254,15409,2907,896,-432,-10238,-82,13243,14264,12782,11761,100.0,29.1,41.2,5.5,11.6,8.1,0.8,24.1,21.6,1.7,5.5,1.9,0.0,78.2,80.7,21.8,19.3,171,23,18,15,17,16,12,36,45,19,6,9,.,102,118,35.5,31.7,44.8,43.0,32.4,31.3,41.6,41.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110531,2011-05-31,099741,CME,00,099,270101,103939,115616,1084,34004,24352,2539,56010,60973,3998,16614,15945,122,218310,224629,51791,45472,11438,2025,5273,231,-841,12,2,4635,1356,1981,136,1944,-5,8164,10794,3274,644,100.0,38.5,42.8,0.4,12.6,9.0,0.9,20.7,22.6,1.5,6.2,5.9,0.0,80.8,83.2,19.2,16.8,176,23,17,9,17,17,11,37,46,14,7,12,4,99,115,37.4,32.7,47.0,43.9,37.3,32.6,46.8,43.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110524,2011-05-24,099741,CME,00,099,258663,101914,110343,853,34845,24340,2537,51375,59617,2017,16478,14001,127,210146,213835,48517,44828,8130,25231,-1788,184,1620,228,69,-9520,6220,1232,-5523,679,-174,13119,6650,-4989,1480,100.0,39.4,42.7,0.3,13.5,9.4,1.0,19.9,23.0,0.8,6.4,5.4,0.0,81.2,82.7,18.8,17.3,182,23,20,8,18,17,10,38,47,17,7,12,4,104,117,35.1,31.8,45.0,43.5,35.1,31.7,44.8,43.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110517,2011-05-17,099741,CME,00,099,250533,76683,112131,669,33225,24112,2468,60895,53397,785,22001,13322,301,197027,207185,53506,43348,7606,22668,-7703,-563,1159,760,63,-8091,7460,-164,-688,6404,80,14464,6337,-6858,1269,100.0,30.6,44.8,0.3,13.3,9.6,1.0,24.3,21.3,0.3,8.8,5.3,0.1,78.6,82.7,21.4,17.3,176,23,17,9,18,16,10,35,46,16,10,11,4,104,111,29.6,33.6,41.5,46.5,29.6,33.6,41.3,46.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110510,2011-05-10,099741,CME,00,099,242927,54015,119834,1232,32066,23352,2405,68986,45937,949,22689,6918,221,182563,200848,60364,42079,-21410,27751,-17058,-231,-478,1431,-53,-36419,-1690,-1354,38,1155,-93,-10839,-17893,-10571,-3517,100.0,22.2,49.3,0.5,13.2,9.6,1.0,28.4,18.9,0.4,9.3,2.8,0.1,75.2,82.7,24.8,17.3,167,20,18,7,18,17,10,36,39,15,8,11,4,98,105,28.9,37.3,38.5,49.2,28.9,37.2,38.3,49.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110503,2011-05-03,099741,CME,00,099,264337,26264,136892,1463,32544,21921,2458,105405,47627,2303,22651,5763,314,193402,218741,70935,45596,15337,-12329,17850,-103,679,926,34,24003,7324,472,159,-9303,-52,12863,17148,2474,-1811,100.0,9.9,51.8,0.6,12.3,8.3,0.9,39.9,18.0,0.9,8.6,2.2,0.1,73.2,82.8,26.8,17.2,180,15,23,8,18,16,11,49,31,15,14,13,5,113,106,23.0,35.8,34.9,49.6,23.0,35.5,34.9,49.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110426,2011-04-26,099741,CME,00,099,249000,38593,119042,1566,31865,20995,2424,81402,40303,1831,22492,15066,366,180539,201593,68461,47407,4994,-4249,5433,166,210,564,-15,5014,100,232,-446,-3047,76,988,3509,4006,1485,100.0,15.5,47.8,0.6,12.8,8.4,1.0,32.7,16.2,0.7,9.0,6.1,0.1,72.5,81.0,27.5,19.0,168,18,18,6,18,16,10,42,30,10,15,10,5,104,95,22.7,35.3,34.1,48.6,22.7,35.1,33.9,48.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110419,2011-04-19,099741,CME,00,099,244006,42842,113609,1400,31655,20431,2439,76388,40203,1599,22938,18113,290,179551,198084,64455,45922,803,5953,2024,-119,1548,-2303,86,-3732,1395,180,-567,2890,23,3372,4176,-2569,-3373,100.0,17.6,46.6,0.6,13.0,8.4,1.0,31.3,16.5,0.7,9.4,7.4,0.1,73.6,81.2,26.4,18.8,174,21,19,4,19,15,9,40,31,10,13,16,4,103,98,22.7,34.7,33.2,46.8,22.7,34.5,33.1,46.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110412,2011-04-12,099741,CME,00,099,243203,36889,111585,1519,30107,22734,2353,80120,38808,1419,23505,15223,267,176179,193908,67024,49295,6933,1876,4217,1245,915,3554,-678,1331,-605,661,307,-1696,-479,5178,6219,1755,714,100.0,15.2,45.9,0.6,12.4,9.3,1.0,32.9,16.0,0.6,9.7,6.3,0.1,72.4,79.7,27.6,20.3,177,20,21,5,18,17,11,46,31,9,12,12,4,108,98,22.9,33.7,31.8,44.8,22.9,33.2,31.6,44.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110405,2011-04-05,099741,CME,00,099,236270,35013,107368,274,29192,19180,3031,78789,39413,758,23198,16919,746,171001,187689,65269,48581,18093,9203,11072,-813,1370,-215,131,3916,2369,-680,496,2762,1,13624,14627,4469,3466,100.0,14.8,45.4,0.1,12.4,8.1,1.3,33.3,16.7,0.3,9.8,7.2,0.3,72.4,79.4,27.6,20.6,178,16,25,4,17,15,10,45,31,6,17,12,4,106,96,24.3,31.3,33.6,43.4,24.0,31.2,33.1,43.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110329,2011-03-29,099741,CME,00,099,218177,25810,96296,1087,27822,19395,2900,74873,37044,1438,22702,14157,745,157377,173062,60800,45115,23468,7008,15538,1003,-102,751,-13,12540,7199,147,164,165,1,20748,24791,2720,-1323,100.0,11.8,44.1,0.5,12.8,8.9,1.3,34.3,17.0,0.7,10.4,6.5,0.3,72.1,79.3,27.9,20.7,165,15,22,.,17,14,10,40,31,8,15,11,4,96,94,21.1,31.3,32.6,43.0,20.8,30.8,32.1,42.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110322,2011-03-22,099741,CME,00,099,194709,18802,80758,84,27924,18644,2913,62333,29845,1291,22538,13992,744,136629,148271,58080,46438,3861,7213,5782,-134,-1576,292,295,-586,-7386,99,-1667,-980,57,3701,-1975,160,5836,100.0,9.7,41.5,0.0,14.3,9.6,1.5,32.0,15.3,0.7,11.6,7.2,0.4,70.2,76.2,29.8,23.8,154,15,18,.,16,13,10,37,32,6,13,10,.,90,86,19.2,31.9,28.8,44.3,18.9,31.8,28.3,44.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110315,2011-03-15,099741,CME,00,099,190848,11589,74976,218,29500,18352,2618,62919,37231,1192,24205,14972,687,132928,150246,57920,40602,-72854,-28644,-30415,-19798,-116,763,-941,-9352,-6081,-9301,-1185,1655,302,-69035,-63816,-3819,-9038,100.0,6.1,39.3,0.1,15.5,9.6,1.4,33.0,19.5,0.6,12.7,7.8,0.4,69.7,78.7,30.3,21.3,144,13,15,4,19,12,10,40,27,8,11,7,.,92,76,19.3,30.9,29.8,48.5,18.9,30.9,29.4,48.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110308,2011-03-08,099741,CME,00,099,263702,40233,105391,20016,29616,17589,3559,72271,43312,10493,25390,13317,385,201963,214062,61739,49640,46636,11382,20991,14948,1291,-1283,181,8105,6125,6210,6148,1370,-241,48024,48301,-1388,-1665,100.0,15.3,40.0,7.6,11.2,6.7,1.3,27.4,16.4,4.0,9.6,5.1,0.1,76.6,81.2,23.4,18.8,162,21,18,9,20,12,12,41,28,19,11,11,8,112,98,18.2,31.2,29.4,43.9,16.6,28.3,24.9,39.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110301,2011-03-01,099741,CME,00,099,217066,28851,84400,5068,28325,18872,3378,64166,37187,4283,19242,11947,626,153939,165761,63127,51305,9197,852,8313,-1507,-1826,-837,991,5207,-4804,47,173,5320,29,3966,7552,5231,1645,100.0,13.3,38.9,2.3,13.0,8.7,1.6,29.6,17.1,2.0,8.9,5.5,0.3,70.9,76.4,29.1,23.6,162,18,20,10,19,13,12,41,30,19,9,12,4,108,99,16.2,27.2,24.9,39.6,16.0,26.6,24.3,37.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110222,2011-02-22,099741,CME,00,099,207869,27999,76087,6575,30151,19709,2387,58959,41991,4236,19069,6627,597,149973,158209,57896,49660,14565,51,9650,-56,2268,1011,-124,10671,8104,714,344,-7044,86,13954,12341,611,2224,100.0,13.5,36.6,3.2,14.5,9.5,1.1,28.4,20.2,2.0,9.2,3.2,0.3,72.1,76.1,27.9,23.9,168,17,22,10,17,15,12,44,34,21,7,11,4,109,106,18.6,24.4,28.3,37.0,18.5,24.3,27.7,35.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110215,2011-02-15,099741,CME,00,099,193304,27948,66437,6631,27883,18698,2511,48288,33887,3522,18725,13671,511,136019,145868,57285,47436,-10237,-586,-8688,421,2053,-451,-240,-7802,-1898,-143,-610,792,-91,-6998,-10298,-3239,61,100.0,14.5,34.4,3.4,14.4,9.7,1.3,25.0,17.5,1.8,9.7,7.1,0.3,70.4,75.5,29.6,24.5,162,19,22,11,16,13,10,42,31,20,7,12,5,104,104,17.8,20.9,27.5,32.9,17.5,20.8,26.5,32.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,099741,CME,00,099,203541,28534,75125,6210,25830,19149,2751,56090,35785,3665,19335,12879,602,143017,156166,60524,47375,-8189,1194,785,863,150,251,-29,-8535,-872,1001,84,-589,40,-5232,1450,-2957,-9639,100.0,14.0,36.9,3.1,12.7,9.4,1.4,27.6,17.6,1.8,9.5,6.3,0.3,70.3,76.7,29.7,23.3,157,17,22,8,15,14,12,38,32,15,9,10,4,95,101,17.2,24.6,26.6,35.4,17.0,24.5,25.4,35.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,099741,CME,00,099,211730,27340,74340,5347,25680,18898,2780,64625,36657,2664,19251,13468,562,148249,154716,63481,57014,12024,-6874,16903,2059,4088,-631,-307,12396,-9828,1283,-2341,2105,377,10681,11961,1343,63,100.0,12.9,35.1,2.5,12.1,8.9,1.3,30.5,17.3,1.3,9.1,6.4,0.3,70.0,73.1,30.0,26.9,158,16,20,7,16,14,12,39,29,13,11,13,4,96,98,22.1,24.3,31.2,34.2,22.0,24.2,30.3,34.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,099741,CME,00,099,199706,34214,57437,3288,21592,19529,3087,52229,46485,1381,21592,11363,185,137568,142755,62138,56951,10773,-5574,23231,123,146,-2462,-25,7666,-15119,227,720,1390,-465,2818,6900,7955,3873,100.0,17.1,28.8,1.6,10.8,9.8,1.5,26.2,23.3,0.7,10.8,5.7,0.1,68.9,71.5,31.1,28.5,158,17,22,8,14,15,10,37,34,14,10,9,.,90,102,23.7,19.9,34.5,30.2,23.6,19.9,32.9,30.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,099741,CME,00,099,188933,39788,34206,3165,21446,21991,3112,44563,61604,1154,20872,9973,650,134750,135855,54183,53078,-13071,-44438,9891,2173,-950,-706,-138,19533,-14622,459,5112,-8991,488,-17761,-11446,4690,-1625,100.0,21.1,18.1,1.7,11.4,11.6,1.6,23.6,32.6,0.6,11.0,5.3,0.3,71.3,71.9,28.7,28.1,159,18,17,4,14,17,12,30,40,12,10,13,.,85,105,21.7,19.3,34.9,27.9,20.8,19.3,33.3,27.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,099741,CME,00,099,202004,84226,24315,992,22396,22697,3250,25030,76226,695,15760,18964,162,152511,147301,49493,54703,38765,31489,4890,-31,33,691,108,4707,19709,16,75,6458,124,36521,31965,2244,6800,100.0,41.7,12.0,0.5,11.1,11.2,1.6,12.4,37.7,0.3,7.8,9.4,0.1,75.5,72.9,24.5,27.1,169,20,15,6,15,18,11,26,48,11,10,17,.,86,114,33.4,16.3,43.2,24.5,33.1,16.3,42.7,24.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,099741,CME,00,099,163239,52737,19425,1023,22363,22006,3142,20323,56517,679,15685,12506,38,115990,115336,47249,47903,927,-4307,1882,367,-17,428,177,4880,-4762,323,-133,3269,-10,1280,1674,-353,-747,100.0,32.3,11.9,0.6,13.7,13.5,1.9,12.4,34.6,0.4,9.6,7.7,0.0,71.1,70.7,28.9,29.3,155,19,10,5,15,17,11,27,43,10,9,15,.,84,98,24.2,18.6,35.5,27.2,23.7,18.6,34.7,27.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121231,2012-12-31,099741,CME,00,099,207608,19563,43456,874,45540,40844,5476,67384,58509,861,16287,11429,807,156792,162256,50816,45352,5017,272,6290,-220,109,-135,23,6336,-839,142,140,386,-17,6785,5630,-1768,-613,100.0,9.4,20.9,0.4,21.9,19.7,2.6,32.5,28.2,0.4,7.8,5.5,0.4,75.5,78.2,24.5,21.8,174,17,17,5,19,17,15,40,27,6,16,21,6,102,104,25.2,22.1,33.5,33.1,25.1,22.1,32.8,33.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121224,2012-12-24,099741,CME,00,099,202591,19291,37166,1094,45431,40979,5453,61048,59348,719,16147,11043,824,150007,156626,52584,45965,8910,540,12993,61,-631,-61,379,5882,-121,36,372,-2014,-888,5751,10385,3159,-1475,100.0,9.5,18.3,0.5,22.4,20.2,2.7,30.1,29.3,0.4,8.0,5.5,0.4,74.0,77.3,26.0,22.7,172,18,15,5,19,17,15,37,29,7,17,20,7,101,105,24.4,21.5,32.7,31.9,24.3,21.5,32.0,31.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121218,2012-12-18,099741,CME,00,099,193681,18751,24173,1033,46062,41040,5074,55166,59469,683,15775,13057,1712,144256,146241,49425,47440,-48251,-37295,-21387,-11524,1133,-863,63,18789,-6754,-6881,-13542,3049,-1006,-50263,-45303,2012,-2948,100.0,9.7,12.5,0.5,23.8,21.2,2.6,28.5,30.7,0.4,8.1,6.7,0.9,74.5,75.5,25.5,24.5,173,17,12,5,19,17,15,38,32,9,16,22,7,101,108,23.0,18.0,31.5,29.0,22.6,18.0,30.7,29.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121211,2012-12-11,099741,CME,00,099,241932,56046,45560,12557,44929,41903,5011,36377,66223,7564,29317,10008,2718,194519,191544,47413,50388,24386,1558,14295,8899,-1775,2261,-136,6613,-419,4188,4518,-1309,-63,23802,27716,584,-3330,100.0,23.2,18.8,5.2,18.6,17.3,2.1,15.0,27.4,3.1,12.1,4.1,1.1,80.4,79.2,19.6,20.8,176,22,14,9,16,17,13,28,42,21,17,20,8,105,122,20.0,20.0,31.5,30.5,19.7,18.5,30.7,28.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121204,2012-12-04,099741,CME,00,099,217546,54488,31265,3658,46704,39642,5147,29764,66642,3376,24799,11317,2781,170717,163828,46829,53718,7312,-15602,19087,1960,1966,-1281,-294,10856,-13633,1755,-389,-1392,776,1028,6978,6284,334,100.0,25.0,14.4,1.7,21.5,18.2,2.4,13.7,30.6,1.6,11.4,5.2,1.3,78.5,75.3,21.5,24.7,178,23,15,7,19,21,16,26,37,18,18,19,5,103,121,21.0,17.3,32.3,27.4,20.2,17.3,31.2,27.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121127,2012-11-27,099741,CME,00,099,210234,70090,12178,1698,44738,40923,5441,18908,80275,1621,25188,12709,2005,169689,156850,40545,53384,-22094,-16414,1742,372,-998,1699,956,-4321,-24081,-364,-4000,633,-108,-24877,-19151,2783,-2943,100.0,33.3,5.8,0.8,21.3,19.5,2.6,9.0,38.2,0.8,12.0,6.0,1.0,80.7,74.6,19.3,25.4,174,25,12,7,17,23,15,19,43,11,15,20,.,88,122,24.4,17.1,36.6,26.1,23.6,17.1,35.7,26.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121120,2012-11-20,099741,CME,00,099,232328,86504,10436,1326,45736,39224,4485,23229,104356,1985,29188,12076,2113,194566,176001,37762,56327,668,8969,-39,19,-1865,-616,-81,-3517,2232,-275,-1627,168,84,1707,1492,-1039,-824,100.0,37.2,4.5,0.6,19.7,16.9,1.9,10.0,44.9,0.9,12.6,5.2,0.9,83.7,75.8,16.3,24.2,173,27,11,8,17,21,13,19,44,13,17,17,6,94,119,24.5,23.4,37.7,32.1,24.1,23.4,37.2,32.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121113,2012-11-13,099741,CME,00,099,231660,77535,10475,1307,47601,39840,4566,26746,102124,2260,30815,11908,2029,192859,174509,38801,57151,3935,5729,-7823,-697,-3787,-271,123,-753,11969,469,-900,-750,1600,1784,4620,2151,-685,100.0,33.5,4.5,0.6,20.5,17.2,2.0,11.5,44.1,1.0,13.3,5.1,0.9,83.3,75.3,16.7,24.7,172,27,13,8,18,22,15,17,41,11,17,17,6,95,117,25.9,22.3,36.7,31.1,25.5,22.3,36.3,31.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121106,2012-11-06,099741,CME,00,099,227725,71806,18298,2004,51388,40111,4443,27499,90155,1791,31715,12658,429,191075,169889,36650,57836,6201,4922,-8226,-397,-1208,4496,-36,5399,8237,190,1886,2248,0,10756,6512,-4555,-311,100.0,31.5,8.0,0.9,22.6,17.6,2.0,12.1,39.6,0.8,13.9,5.6,0.2,83.9,74.6,16.1,25.4,187,26,12,6,18,22,14,24,46,13,20,19,6,103,123,27.2,19.8,38.1,28.0,27.1,19.8,38.1,28.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121030,2012-10-30,099741,CME,00,099,221524,66884,26524,2401,52596,35615,4479,22100,81918,1601,29829,10410,429,180319,163377,41205,58147,4682,5321,-337,163,-1063,438,-12,110,1110,-221,1073,1634,3,5374,2778,-692,1904,100.0,30.2,12.0,1.1,23.7,16.1,2.0,10.0,37.0,0.7,13.5,4.7,0.2,81.4,73.8,18.6,26.2,179,23,17,6,18,20,14,23,43,10,21,14,4,98,115,28.0,23.8,40.0,31.2,27.9,23.8,39.8,31.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121023,2012-10-23,099741,CME,00,099,216842,61563,26861,2238,53659,35177,4491,21990,80808,1822,28756,8776,426,174945,160599,41897,56243,-2967,1639,1412,519,3483,-12,-1810,-4563,-3116,-298,-444,1446,-88,-1562,-1947,-1405,-1020,100.0,28.4,12.4,1.0,24.7,16.2,2.1,10.1,37.3,0.8,13.3,4.0,0.2,80.7,74.1,19.3,25.9,176,21,17,7,18,17,13,25,48,6,19,11,.,92,113,26.0,21.8,38.8,29.9,26.0,21.8,38.7,29.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,121016,2012-10-16,099741,CME,00,099,219809,59924,25449,1719,50176,35189,6301,26553,83924,2120,29200,7330,514,176507,162546,43302,57263,-7732,-9205,4353,3,2324,68,-380,322,-15901,203,-1612,-824,-838,-9183,-13316,1451,5584,100.0,27.3,11.6,0.8,22.8,16.0,2.9,12.1,38.2,1.0,13.3,3.3,0.2,80.3,73.9,19.7,26.1,169,21,14,6,18,17,14,27,43,8,18,11,4,93,108,24.9,22.5,37.8,30.7,24.1,22.5,37.0,30.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
